time,gFx,gFy,gFz,TgF
5.487697,0.6698,-0.1599,0.0026,0.69
5.511694,0.6323,-0.1073,-0.0069,0.64
5.527938,0.6156,-0.0101,-0.0817,0.62
5.543963,0.6430,0.0306,-0.1120,0.65
5.565073,0.7572,0.0497,-0.1042,0.77
5.577979,0.8061,0.0534,-0.1452,0.82
5.611403,1.0334,-0.0529,0.0825,1.04
5.627540,1.0966,0.0026,0.1425,1.11
5.645354,1.2214,0.0429,0.1884,1.24
5.662826,1.4574,0.1420,0.3179,1.50
5.681580,1.4731,0.2605,0.3338,1.53
5.711018,1.2911,0.3103,0.3882,1.38
5.727418,1.3859,0.4591,0.1861,1.47
5.744893,1.3754,0.6001,-0.1086,1.50
5.764941,1.3209,0.3017,-0.0388,1.36
5.793382,1.5219,-0.1324,-0.0380,1.53
5.811002,1.5075,-0.1990,-0.0705,1.52
5.828349,1.3334,-0.1599,-0.0416,1.34
5.845345,1.0578,-0.0318,-0.0023,1.06
5.882416,0.6183,0.3133,0.0580,0.70
5.900428,0.5829,0.3054,0.0608,0.66
5.910061,0.5501,0.2617,0.0508,0.61
5.927542,0.5883,0.1298,0.0528,0.60
5.943879,0.6484,0.0196,0.0296,0.65
5.980370,0.6964,-0.0333,0.0037,0.70
6.001696,0.6310,0.0426,0.0225,0.63
6.021070,0.5829,0.1376,0.0809,0.60
6.027070,0.5753,0.1591,0.0872,0.60
6.059875,0.5872,0.1098,0.0894,0.60
6.084789,0.8655,0.0823,0.0124,0.87
6.104510,1.0595,0.1376,0.0379,1.07
6.109592,1.0830,0.1408,0.0445,1.09
6.127390,1.0057,0.0729,0.0442,1.01
6.159381,1.0578,-0.1070,-0.0920,1.07
6.179977,1.0742,-0.0299,-0.2315,1.10
6.193562,1.1054,0.0441,-0.1753,1.12
6.210481,1.2422,0.1669,-0.0038,1.25
6.227699,1.3304,0.2465,0.1996,1.37
6.260348,1.1621,0.0807,0.4405,1.25
6.285978,1.4683,0.0819,0.3528,1.51
6.293511,1.6136,0.0995,0.3616,1.66
6.310065,1.9302,0.0844,0.2888,1.95
6.343751,1.3190,0.0411,0.0377,1.32
6.360675,1.1827,-0.0201,-0.0370,1.18
6.379646,1.1369,-0.0607,0.0166,1.14
6.395191,1.0202,-0.0111,0.0394,1.02
6.409901,0.9012,0.0636,0.0606,0.91
6.444840,0.7940,0.1403,0.0655,0.81
6.459116,0.7414,0.1027,0.1029,0.76
6.484510,0.7859,-0.0211,0.1265,0.80
6.494436,0.8489,-0.0614,0.1181,0.86
6.525384,0.8613,-0.1543,0.0762,0.88
6.542808,0.8669,-0.1694,0.0352,0.88
6.560061,0.8599,-0.1664,0.0024,0.88
6.585745,0.8567,-0.1086,-0.0080,0.86
6.592804,0.8618,-0.1022,-0.0155,0.87
6.625831,0.8978,-0.0825,-0.0663,0.90
