time,gFx,gFy,gFz,TgF
3.496666,1.0018,-0.0220,-0.0375,1.00
3.513129,1.0011,-0.0274,-0.0404,1.00
3.531000,0.9999,-0.0243,-0.0392,1.00
3.551985,1.0013,-0.0245,-0.0397,1.00
3.565184,1.0024,-0.0257,-0.0370,1.00
3.597766,1.0020,-0.0233,-0.0375,1.00
3.615078,1.0033,-0.0182,-0.0385,1.00
3.631058,1.0053,-0.0135,-0.0481,1.01
3.650414,1.0082,-0.0145,-0.0444,1.01
3.680429,0.9999,-0.0199,-0.0380,1.00
3.699102,0.9982,-0.0238,-0.0378,1.00
3.713745,1.0001,-0.0218,-0.0395,1.00
3.731039,1.0043,-0.0228,-0.0419,1.01
3.748644,1.0048,-0.0203,-0.0404,1.01
3.781921,1.0031,-0.0233,-0.0341,1.00
3.797294,1.0008,-0.0201,-0.0348,1.00
3.814091,1.0020,-0.0201,-0.0351,1.00
3.830407,1.0041,-0.0194,-0.0363,1.00
3.849259,1.0064,-0.0203,-0.0390,1.01
3.879989,1.0026,-0.0223,-0.0372,1.00
3.897878,0.9992,-0.0208,-0.0365,1.00
3.913848,1.0026,-0.0184,-0.0360,1.00
3.931127,1.0029,-0.0184,-0.0348,1.00
3.951001,1.0057,-0.0220,-0.0323,1.01
3.978964,1.0018,-0.0228,-0.0321,1.00
3.997120,1.0029,-0.0228,-0.0334,1.00
4.013115,1.0036,-0.0206,-0.0351,1.00
4.029052,1.0050,-0.0194,-0.0372,1.01
4.063357,0.9984,-0.0208,-0.0402,1.00
4.078814,1.0001,-0.0228,-0.0395,1.00
4.096444,0.9992,-0.0225,-0.0395,1.00
4.112577,1.0033,-0.0213,-0.0392,1.00
4.152367,1.0024,-0.0211,-0.0370,1.00
4.152964,1.0024,-0.0211,-0.0370,1.00
4.179211,1.0038,-0.0215,-0.0407,1.00
4.196085,1.0020,-0.0228,-0.0365,1.00
4.213040,0.9989,-0.0243,-0.0375,1.00
4.249903,1.0004,-0.0182,-0.0416,1.00
4.262631,1.0020,-0.0182,-0.0400,1.00
4.279842,1.0024,-0.0213,-0.0360,1.00
4.296184,1.0004,-0.0206,-0.0360,1.00
4.313549,1.0055,-0.0223,-0.0378,1.01
4.354752,0.9994,-0.0208,-0.0367,1.00
4.364650,0.9980,-0.0208,-0.0358,1.00
4.379257,1.0011,-0.0220,-0.0370,1.00
4.396484,1.0018,-0.0192,-0.0372,1.00
4.429074,1.0024,-0.0194,-0.0307,1.00
4.446254,1.0006,-0.0199,-0.0332,1.00
4.466859,1.0038,-0.0192,-0.0316,1.00
4.479240,1.0033,-0.0162,-0.0304,1.00
4.495325,1.0060,-0.0171,-0.0302,1.01
4.534425,1.0033,-0.0192,-0.0321,1.00
4.545636,1.0050,-0.0206,-0.0265,1.01
4.562611,1.0038,-0.0223,-0.0267,1.00
4.579159,1.0026,-0.0211,-0.0334,1.00
4.612725,1.0043,-0.0189,-0.0314,1.00
4.629113,1.0057,-0.0196,-0.0299,1.01
4.644679,1.0053,-0.0187,-0.0307,1.01
4.666830,0.9992,-0.0180,-0.0346,1.00
4.678461,1.0024,-0.0184,-0.0365,1.00
4.712075,1.0055,-0.0194,-0.0336,1.01
4.730249,1.0048,-0.0231,-0.0319,1.01
4.745867,1.0036,-0.0257,-0.0334,1.00
4.767198,1.0043,-0.0220,-0.0348,1.01
4.778595,1.0016,-0.0231,-0.0360,1.00
4.811003,0.9992,-0.0208,-0.0355,1.00
4.830202,1.0053,-0.0218,-0.0375,1.01
4.845337,1.0048,-0.0194,-0.0367,1.01
4.865404,1.0031,-0.0213,-0.0329,1.00
4.880326,1.0026,-0.0225,-0.0353,1.00
4.911155,1.0024,-0.0206,-0.0383,1.00
4.929439,1.0024,-0.0236,-0.0365,1.00
