time,gFx,gFy,gFz,TgF
5.215660,1.1308,-0.0560,0.0675,1.13
5.238866,0.9127,0.0171,0.0648,0.92
5.258662,0.8638,0.1223,0.0606,0.87
5.282521,0.7819,0.1818,-0.0099,0.80
5.307454,0.7255,0.1228,-0.0712,0.74
5.315141,0.7133,0.1046,-0.0700,0.72
5.335274,0.7008,0.0870,-0.0016,0.71
5.366142,0.6559,0.1615,0.0107,0.68
5.382720,0.6649,0.1838,-0.0185,0.69
5.400024,0.7192,0.1469,-0.0167,0.73
5.416406,0.7875,0.0937,0.0369,0.79
5.455908,0.8496,-0.0071,0.1224,0.86
5.479189,0.8616,0.0809,0.0345,0.87
5.480123,0.8585,0.0912,0.0271,0.86
5.499021,0.8616,0.1403,-0.0099,0.87
5.532053,1.0624,0.0981,-0.0187,1.07
5.553157,1.1655,0.0585,-0.0695,1.17
5.576619,1.2088,-0.0122,-0.1716,1.22
5.585538,1.2422,-0.0424,-0.2207,1.26
5.599579,1.2540,-0.0639,-0.2791,1.29
5.632182,1.4082,-0.1850,0.1679,1.43
5.653667,2.5910,0.0013,0.7317,2.69
5.674402,1.7868,0.3152,0.5201,1.89
5.681701,1.6472,0.2922,0.4610,1.74
5.700370,1.0807,0.3399,0.0366,1.13
5.732162,0.4976,0.1955,-0.2517,0.59
5.753290,0.6476,0.0211,-0.0800,0.65
5.772147,0.9673,-0.1017,0.1693,0.99
5.782069,1.0910,-0.0819,0.2861,1.13
5.815139,1.1767,0.1676,0.4129,1.26
5.831523,1.0307,0.2879,0.3533,1.13
5.853244,0.8625,0.3553,0.2460,0.96
5.874940,0.7519,0.2579,0.1244,0.80
5.882479,0.7739,0.1894,0.0848,0.80
5.915478,0.7483,-0.0399,0.0422,0.75
5.931701,0.7971,-0.1122,0.0780,0.81
5.952309,0.8587,-0.1088,0.1088,0.87
5.974176,0.8804,-0.0174,0.1036,0.89
5.999559,0.9975,0.0597,0.1293,1.01
6.015158,1.0411,0.0839,0.1285,1.05
6.039344,1.0057,0.0929,0.0911,1.01
6.055194,0.9530,0.0445,0.0457,0.96
6.064743,0.9410,0.0294,0.0247,0.94
6.102330,0.9153,0.0166,-0.0612,0.92
6.114695,0.9068,0.0026,-0.0609,0.91
6.133514,0.8790,-0.0538,-0.0732,0.88
6.153928,0.9440,-0.1575,-0.0644,0.96
6.181159,1.2307,-0.0685,0.1029,1.24
6.199061,1.3817,0.1135,0.1486,1.39
6.213870,1.3534,0.1701,0.0476,1.36
6.237442,1.3092,0.1090,0.2285,1.33
6.257926,1.2757,0.1352,0.3032,1.32
6.280814,1.1802,0.2097,0.4158,1.27
6.297979,1.0519,0.2942,0.3093,1.14
